x1,x2,y
495.0,955.0,955.0
59.0,74.0,74.0
591.0,348.0,591.0
271.0,69.0,271.0
590.0,691.0,691.0
900.0,844.0,900.0
825.0,526.0,825.0
306.0,761.0,761.0
366.0,435.0,435.0
313.0,666.0,666.0
942.0,828.0,942.0
568.0,376.0,568.0
533.0,639.0,639.0
899.0,666.0,899.0
615.0,965.0,965.0
946.0,1.0,946.0
13.0,715.0,715.0
55.0,297.0,297.0
481.0,208.0,481.0
906.0,388.0,906.0
149.0,208.0,208.0
952.0,612.0,952.0
598.0,983.0,983.0
311.0,301.0,311.0
157.0,987.0,987.0
665.0,499.0,665.0
792.0,472.0,792.0
386.0,262.0,386.0
813.0,746.0,813.0
795.0,592.0,795.0
960.0,619.0,960.0
900.0,409.0,900.0
939.0,442.0,939.0
645.0,177.0,645.0
323.0,991.0,991.0
178.0,548.0,548.0
123.0,666.0,666.0
402.0,295.0,402.0
106.0,89.0,106.0
875.0,189.0,875.0
988.0,997.0,997.0
603.0,906.0,906.0
300.0,81.0,300.0
159.0,206.0,206.0
247.0,194.0,247.0
998.0,74.0,998.0
685.0,788.0,788.0
599.0,485.0,599.0
658.0,605.0,658.0
471.0,592.0,592.0
41.0,937.0,937.0
162.0,313.0,313.0
442.0,334.0,442.0
717.0,914.0,914.0
896.0,33.0,896.0
298.0,224.0,298.0
530.0,6.0,530.0
634.0,343.0,634.0
744.0,193.0,744.0
606.0,740.0,740.0
710.0,793.0,793.0
766.0,292.0,766.0
510.0,349.0,510.0
375.0,100.0,375.0
737.0,503.0,737.0
151.0,125.0,151.0
494.0,330.0,494.0
935.0,498.0,935.0
550.0,317.0,550.0
295.0,529.0,529.0
102.0,19.0,102.0
419.0,391.0,419.0
370.0,962.0,962.0
97.0,448.0,448.0
699.0,130.0,699.0
945.0,980.0,980.0
892.0,518.0,892.0
598.0,977.0,977.0
240.0,958.0,958.0
725.0,826.0,826.0
53.0,760.0,760.0
647.0,658.0,658.0
239.0,711.0,711.0
663.0,846.0,846.0
515.0,996.0,996.0
149.0,964.0,964.0
862.0,790.0,862.0
866.0,265.0,866.0
485.0,905.0,905.0
376.0,665.0,665.0
600.0,667.0,667.0
987.0,990.0,990.0
463.0,428.0,463.0
223.0,227.0,227.0
753.0,398.0,753.0
800.0,732.0,800.0
832.0,821.0,832.0
386.0,398.0,398.0
142.0,129.0,142.0
177.0,725.0,725.0
921.0,73.0,921.0
554.0,424.0,554.0
343.0,706.0,706.0
648.0,591.0,648.0
811.0,425.0,811.0
738.0,619.0,738.0
371.0,992.0,992.0
80.0,501.0,501.0
269.0,80.0,269.0
278.0,661.0,661.0
6.0,843.0,843.0
309.0,6.0,309.0
388.0,547.0,547.0
132.0,369.0,369.0
352.0,505.0,505.0
997.0,282.0,997.0
721.0,716.0,721.0
690.0,73.0,690.0
70.0,280.0,280.0
588.0,171.0,588.0
970.0,731.0,970.0
231.0,189.0,231.0
593.0,211.0,593.0
263.0,849.0,849.0
803.0,1.0,803.0
763.0,151.0,763.0
575.0,301.0,575.0
910.0,131.0,910.0
773.0,574.0,773.0
625.0,458.0,625.0
224.0,769.0,769.0
660.0,760.0,760.0
728.0,977.0,977.0
610.0,778.0,778.0
545.0,864.0,864.0
80.0,446.0,446.0
10.0,939.0,939.0
178.0,202.0,202.0
649.0,434.0,649.0
569.0,214.0,569.0
961.0,251.0,961.0
553.0,430.0,553.0
423.0,460.0,460.0
647.0,109.0,647.0
780.0,880.0,880.0
495.0,181.0,495.0
763.0,483.0,763.0
298.0,482.0,482.0
366.0,325.0,366.0
591.0,364.0,591.0
736.0,938.0,938.0
159.0,626.0,626.0
561.0,478.0,561.0
168.0,87.0,168.0
764.0,8.0,764.0
727.0,779.0,779.0
261.0,285.0,285.0
935.0,682.0,935.0
561.0,939.0,939.0
890.0,458.0,890.0
187.0,394.0,394.0
678.0,752.0,752.0
618.0,625.0,625.0
151.0,42.0,151.0
194.0,870.0,870.0
679.0,63.0,679.0
804.0,182.0,804.0
286.0,486.0,486.0
493.0,91.0,493.0
584.0,294.0,584.0
391.0,518.0,518.0
1000.0,350.0,1000.0
304.0,6.0,304.0
754.0,500.0,754.0
574.0,451.0,574.0
805.0,342.0,805.0
609.0,165.0,609.0
888.0,79.0,888.0
97.0,12.0,97.0
525.0,856.0,856.0
613.0,985.0,985.0
552.0,329.0,552.0
994.0,839.0,994.0
163.0,338.0,338.0
194.0,503.0,503.0
856.0,326.0,856.0
877.0,534.0,877.0
76.0,544.0,544.0
938.0,834.0,938.0
895.0,177.0,895.0
100.0,928.0,928.0
569.0,511.0,569.0
985.0,850.0,985.0
947.0,129.0,947.0
561.0,747.0,747.0
833.0,965.0,965.0
508.0,298.0,508.0
606.0,254.0,606.0
797.0,502.0,797.0
777.0,968.0,968.0
621.0,632.0,632.0
784.0,575.0,784.0
956.0,894.0,956.0
580.0,248.0,580.0
143.0,663.0,663.0
839.0,84.0,839.0
947.0,203.0,947.0
489.0,721.0,721.0
973.0,342.0,973.0
606.0,979.0,979.0
663.0,471.0,663.0
704.0,721.0,721.0
778.0,423.0,778.0
782.0,305.0,782.0
241.0,428.0,428.0
217.0,741.0,741.0
446.0,609.0,609.0
513.0,955.0,955.0
818.0,387.0,818.0
511.0,335.0,511.0
679.0,631.0,679.0
402.0,242.0,402.0
489.0,807.0,807.0
603.0,197.0,603.0
371.0,722.0,722.0
562.0,742.0,742.0
325.0,821.0,821.0
416.0,46.0,416.0
907.0,411.0,907.0
412.0,906.0,906.0
269.0,290.0,290.0
222.0,508.0,508.0
14.0,218.0,218.0
392.0,422.0,422.0
363.0,995.0,995.0
460.0,858.0,858.0
367.0,218.0,367.0
478.0,645.0,645.0
353.0,175.0,353.0
772.0,789.0,789.0
257.0,575.0,575.0
288.0,831.0,831.0
735.0,836.0,836.0
7.0,864.0,864.0
365.0,147.0,365.0
18.0,7.0,18.0
149.0,341.0,341.0
2.0,117.0,117.0
137.0,586.0,586.0
115.0,783.0,783.0
953.0,530.0,953.0
734.0,752.0,752.0
983.0,663.0,983.0
922.0,14.0,922.0
938.0,33.0,938.0
489.0,395.0,489.0
493.0,23.0,493.0
916.0,294.0,916.0
613.0,722.0,722.0
485.0,57.0,485.0
889.0,605.0,889.0
513.0,178.0,513.0
428.0,901.0,901.0
989.0,416.0,989.0
460.0,407.0,460.0
139.0,127.0,139.0
455.0,173.0,455.0
656.0,210.0,656.0
500.0,147.0,500.0
600.0,605.0,605.0
824.0,781.0,824.0
711.0,531.0,711.0
743.0,120.0,743.0
83.0,354.0,354.0
756.0,146.0,756.0
191.0,461.0,461.0
269.0,334.0,334.0
790.0,661.0,790.0
704.0,637.0,704.0
325.0,222.0,325.0
180.0,912.0,912.0
819.0,925.0,925.0
735.0,265.0,735.0
946.0,700.0,946.0
730.0,995.0,995.0
406.0,978.0,978.0
231.0,325.0,325.0
373.0,391.0,391.0
979.0,606.0,979.0
815.0,594.0,815.0
133.0,909.0,909.0
804.0,682.0,804.0
914.0,808.0,914.0
359.0,504.0,504.0
842.0,408.0,842.0
783.0,789.0,789.0
335.0,197.0,335.0
3.0,537.0,537.0
872.0,527.0,872.0
458.0,948.0,948.0
103.0,157.0,157.0
896.0,902.0,902.0
272.0,629.0,629.0
834.0,903.0,903.0
190.0,26.0,190.0
250.0,21.0,250.0
240.0,50.0,240.0
302.0,559.0,559.0
495.0,832.0,832.0
211.0,802.0,802.0
431.0,163.0,431.0
222.0,231.0,231.0
947.0,34.0,947.0
76.0,967.0,967.0
460.0,954.0,954.0
0.0,875.0,875.0
601.0,586.0,601.0
45.0,925.0,925.0
936.0,782.0,936.0
928.0,521.0,928.0
766.0,93.0,766.0
431.0,419.0,431.0
239.0,679.0,679.0
47.0,130.0,130.0
235.0,555.0,555.0
923.0,333.0,923.0
25.0,189.0,189.0
233.0,533.0,533.0
491.0,878.0,878.0
362.0,746.0,746.0
326.0,995.0,995.0
957.0,365.0,957.0
472.0,65.0,472.0
650.0,260.0,650.0
270.0,827.0,827.0
833.0,142.0,833.0
653.0,439.0,653.0
17.0,894.0,894.0
887.0,959.0,959.0
203.0,233.0,233.0
631.0,859.0,859.0
273.0,431.0,431.0
947.0,335.0,947.0
986.0,380.0,986.0
967.0,738.0,967.0
40.0,790.0,790.0
135.0,145.0,145.0
586.0,375.0,586.0
521.0,472.0,521.0
217.0,798.0,798.0
476.0,311.0,476.0
484.0,906.0,906.0
486.0,143.0,486.0
43.0,181.0,181.0
55.0,723.0,723.0
171.0,987.0,987.0
910.0,317.0,910.0
66.0,550.0,550.0
732.0,945.0,945.0
710.0,650.0,710.0
710.0,801.0,801.0
833.0,345.0,833.0
812.0,657.0,812.0
878.0,636.0,878.0
283.0,802.0,802.0
323.0,372.0,372.0
65.0,589.0,589.0
505.0,203.0,505.0
354.0,345.0,354.0
290.0,271.0,290.0
878.0,297.0,878.0
107.0,168.0,168.0
281.0,363.0,363.0
568.0,447.0,568.0
719.0,493.0,719.0
544.0,335.0,544.0
686.0,646.0,686.0
669.0,459.0,669.0
453.0,59.0,453.0
275.0,877.0,877.0
994.0,309.0,994.0
893.0,495.0,893.0
790.0,510.0,790.0
273.0,90.0,273.0
726.0,341.0,726.0
398.0,493.0,493.0
826.0,283.0,826.0
475.0,626.0,626.0
777.0,767.0,777.0
893.0,854.0,893.0
547.0,830.0,830.0
858.0,978.0,978.0
457.0,908.0,908.0
168.0,366.0,366.0
615.0,623.0,623.0
441.0,577.0,577.0
557.0,426.0,557.0
810.0,258.0,810.0
466.0,127.0,466.0
232.0,498.0,498.0
440.0,213.0,440.0
878.0,875.0,878.0
160.0,611.0,611.0
795.0,469.0,795.0
833.0,26.0,833.0
77.0,673.0,673.0
504.0,604.0,604.0
485.0,903.0,903.0
530.0,514.0,530.0
309.0,119.0,309.0
320.0,712.0,712.0
142.0,478.0,478.0
904.0,483.0,904.0
922.0,895.0,922.0
138.0,950.0,950.0
796.0,481.0,796.0
418.0,214.0,418.0
21.0,958.0,958.0
342.0,130.0,342.0
975.0,765.0,975.0
741.0,227.0,741.0
335.0,389.0,389.0
931.0,255.0,931.0
928.0,286.0,928.0
769.0,472.0,769.0
503.0,864.0,864.0
240.0,772.0,772.0
69.0,216.0,216.0
626.0,279.0,626.0
140.0,880.0,880.0
578.0,14.0,578.0
934.0,751.0,934.0
354.0,883.0,883.0
267.0,413.0,413.0
273.0,125.0,273.0
97.0,247.0,247.0
252.0,357.0,357.0
592.0,185.0,592.0
783.0,996.0,996.0
775.0,398.0,775.0
351.0,534.0,534.0
785.0,117.0,785.0
537.0,797.0,797.0
166.0,878.0,878.0
328.0,129.0,328.0
79.0,930.0,930.0
308.0,389.0,389.0
637.0,30.0,637.0
839.0,483.0,839.0
784.0,789.0,789.0
45.0,73.0,73.0
857.0,397.0,857.0
143.0,239.0,239.0
323.0,234.0,323.0
604.0,601.0,604.0
415.0,211.0,415.0
845.0,656.0,845.0
905.0,580.0,905.0
336.0,855.0,855.0
692.0,18.0,692.0
397.0,887.0,887.0
280.0,756.0,756.0
900.0,81.0,900.0
84.0,477.0,477.0
103.0,136.0,136.0
261.0,767.0,767.0
908.0,25.0,908.0
630.0,905.0,905.0
792.0,722.0,792.0
285.0,60.0,285.0
627.0,752.0,752.0
892.0,355.0,892.0
682.0,547.0,682.0
801.0,876.0,876.0
172.0,984.0,984.0
616.0,912.0,912.0
872.0,4.0,872.0
797.0,295.0,797.0
7.0,889.0,889.0
616.0,231.0,616.0
864.0,429.0,864.0
871.0,420.0,871.0
399.0,802.0,802.0
676.0,276.0,676.0
163.0,252.0,252.0
129.0,473.0,473.0
636.0,310.0,636.0
172.0,170.0,172.0
27.0,266.0,266.0
81.0,791.0,791.0
45.0,10.0,45.0
610.0,77.0,610.0
799.0,363.0,799.0
887.0,162.0,887.0
761.0,516.0,761.0
725.0,461.0,725.0
490.0,169.0,490.0
708.0,795.0,795.0
722.0,512.0,722.0
166.0,229.0,229.0
698.0,192.0,698.0
381.0,470.0,470.0
436.0,464.0,464.0
370.0,442.0,442.0
782.0,307.0,782.0
80.0,356.0,356.0
647.0,315.0,647.0
238.0,792.0,792.0
49.0,382.0,382.0
482.0,400.0,482.0
91.0,456.0,456.0
425.0,632.0,632.0
540.0,63.0,540.0
669.0,911.0,911.0
984.0,380.0,984.0
534.0,518.0,534.0
92.0,187.0,187.0
918.0,603.0,918.0
134.0,604.0,604.0
640.0,997.0,997.0
620.0,672.0,672.0
590.0,189.0,590.0
911.0,743.0,911.0
946.0,255.0,946.0
565.0,825.0,825.0
81.0,82.0,82.0
956.0,808.0,956.0
913.0,283.0,913.0
277.0,186.0,277.0
692.0,601.0,692.0
982.0,777.0,982.0
401.0,416.0,416.0
952.0,278.0,952.0
403.0,73.0,403.0
499.0,824.0,824.0
433.0,404.0,433.0
925.0,86.0,925.0
370.0,861.0,861.0
839.0,71.0,839.0
249.0,754.0,754.0
568.0,239.0,568.0
172.0,426.0,426.0
433.0,4.0,433.0
230.0,97.0,230.0
840.0,19.0,840.0
64.0,719.0,719.0
354.0,960.0,960.0
408.0,995.0,995.0
933.0,84.0,933.0
378.0,576.0,576.0
559.0,614.0,614.0
960.0,512.0,960.0
182.0,829.0,829.0
220.0,483.0,483.0
67.0,697.0,697.0
992.0,143.0,992.0
327.0,205.0,327.0
683.0,52.0,683.0
293.0,85.0,293.0
424.0,356.0,424.0
620.0,717.0,717.0
331.0,736.0,736.0
880.0,951.0,951.0
388.0,920.0,920.0
428.0,472.0,472.0
402.0,113.0,402.0
363.0,976.0,976.0
736.0,543.0,736.0
32.0,23.0,32.0
384.0,651.0,651.0
394.0,602.0,602.0
282.0,383.0,383.0
675.0,900.0,900.0
62.0,794.0,794.0
478.0,551.0,551.0
23.0,791.0,791.0
518.0,340.0,518.0
958.0,523.0,958.0
17.0,743.0,743.0
39.0,388.0,388.0
598.0,388.0,598.0
549.0,945.0,945.0
938.0,337.0,938.0
396.0,724.0,724.0
720.0,946.0,946.0
59.0,574.0,574.0
468.0,773.0,773.0
31.0,629.0,629.0
935.0,40.0,935.0
202.0,162.0,202.0
216.0,91.0,216.0
635.0,442.0,635.0
117.0,263.0,263.0
32.0,337.0,337.0
144.0,663.0,663.0
686.0,856.0,856.0
577.0,83.0,577.0
981.0,308.0,981.0
133.0,598.0,598.0
153.0,162.0,162.0
699.0,491.0,699.0
621.0,257.0,621.0
613.0,490.0,613.0
426.0,897.0,897.0
934.0,472.0,934.0
186.0,126.0,186.0
825.0,954.0,954.0
583.0,789.0,789.0
299.0,587.0,587.0
50.0,291.0,291.0
54.0,151.0,151.0
369.0,782.0,782.0
261.0,862.0,862.0
108.0,179.0,179.0
386.0,56.0,386.0
490.0,748.0,748.0
420.0,882.0,882.0
316.0,629.0,629.0
502.0,338.0,502.0
97.0,828.0,828.0
408.0,609.0,609.0
808.0,575.0,808.0
195.0,886.0,886.0
948.0,758.0,948.0
866.0,209.0,866.0
334.0,260.0,334.0
216.0,168.0,216.0
184.0,571.0,571.0
533.0,161.0,533.0
831.0,31.0,831.0
306.0,646.0,646.0
916.0,938.0,938.0
192.0,361.0,361.0
302.0,945.0,945.0
223.0,825.0,825.0
705.0,258.0,705.0
112.0,88.0,112.0
259.0,385.0,385.0
129.0,613.0,613.0
511.0,854.0,854.0
140.0,667.0,667.0
161.0,166.0,166.0
897.0,644.0,897.0
684.0,32.0,684.0
923.0,87.0,923.0
826.0,961.0,961.0
278.0,977.0,977.0
361.0,690.0,690.0
209.0,719.0,719.0
455.0,823.0,823.0
295.0,688.0,688.0
181.0,273.0,273.0
761.0,131.0,761.0
611.0,514.0,611.0
804.0,156.0,804.0
222.0,402.0,402.0
179.0,677.0,677.0
180.0,761.0,761.0
291.0,241.0,291.0
258.0,805.0,805.0
242.0,4.0,242.0
443.0,810.0,810.0
992.0,72.0,992.0
887.0,159.0,887.0
694.0,72.0,694.0
899.0,288.0,899.0
275.0,537.0,537.0
68.0,199.0,199.0
469.0,999.0,999.0
292.0,21.0,292.0
34.0,13.0,34.0
613.0,901.0,901.0
235.0,1000.0,1000.0
240.0,859.0,859.0
333.0,603.0,603.0
276.0,984.0,984.0
858.0,209.0,858.0
786.0,463.0,786.0
446.0,485.0,485.0
44.0,450.0,450.0
3.0,191.0,191.0
673.0,884.0,884.0
960.0,616.0,960.0
217.0,392.0,392.0
337.0,460.0,460.0
78.0,767.0,767.0
514.0,103.0,514.0
913.0,904.0,913.0
110.0,750.0,750.0
41.0,613.0,613.0
621.0,299.0,621.0
904.0,784.0,904.0
201.0,517.0,517.0
355.0,573.0,573.0
985.0,563.0,985.0
142.0,976.0,976.0
730.0,189.0,730.0
239.0,312.0,312.0
364.0,184.0,364.0
923.0,945.0,945.0
894.0,548.0,894.0
23.0,526.0,526.0
467.0,660.0,660.0
566.0,757.0,757.0
951.0,944.0,951.0
629.0,388.0,629.0
758.0,574.0,758.0
888.0,582.0,888.0
931.0,908.0,931.0
727.0,309.0,727.0
371.0,957.0,957.0
861.0,320.0,861.0
104.0,261.0,261.0
782.0,104.0,782.0
879.0,135.0,879.0
485.0,934.0,934.0
275.0,291.0,291.0
251.0,346.0,346.0
478.0,987.0,987.0
776.0,531.0,776.0
103.0,281.0,281.0
676.0,897.0,897.0
51.0,15.0,51.0
699.0,459.0,699.0
688.0,222.0,688.0
979.0,251.0,979.0
667.0,308.0,667.0
391.0,579.0,579.0
988.0,61.0,988.0
118.0,386.0,386.0
935.0,173.0,935.0
223.0,242.0,242.0
366.0,799.0,799.0
750.0,409.0,750.0
3.0,463.0,463.0
379.0,328.0,379.0
902.0,755.0,902.0
963.0,546.0,963.0
548.0,386.0,548.0
75.0,74.0,75.0
382.0,1000.0,1000.0
305.0,42.0,305.0
839.0,18.0,839.0
685.0,254.0,685.0
318.0,474.0,474.0
362.0,31.0,362.0
103.0,918.0,918.0
46.0,584.0,584.0
806.0,495.0,806.0
810.0,689.0,810.0
972.0,458.0,972.0
5.0,745.0,745.0
89.0,873.0,873.0
901.0,984.0,984.0
140.0,162.0,162.0
312.0,755.0,755.0
72.0,486.0,486.0
321.0,684.0,684.0
570.0,365.0,570.0
797.0,290.0,797.0
977.0,799.0,977.0
714.0,909.0,909.0
731.0,899.0,899.0
277.0,650.0,650.0
834.0,282.0,834.0
961.0,884.0,961.0
306.0,683.0,683.0
845.0,292.0,845.0
293.0,653.0,653.0
399.0,770.0,770.0
359.0,158.0,359.0
369.0,882.0,882.0
148.0,856.0,856.0
419.0,261.0,419.0
993.0,490.0,993.0
713.0,90.0,713.0
636.0,771.0,771.0
532.0,733.0,733.0
756.0,757.0,757.0
815.0,304.0,815.0
67.0,74.0,74.0
463.0,60.0,463.0
587.0,413.0,587.0
297.0,192.0,297.0
764.0,454.0,764.0
668.0,883.0,883.0
857.0,577.0,857.0
505.0,369.0,505.0
252.0,748.0,748.0
492.0,290.0,492.0
281.0,571.0,571.0
25.0,769.0,769.0
516.0,921.0,921.0
930.0,57.0,930.0
828.0,154.0,828.0
403.0,699.0,699.0
921.0,484.0,921.0
923.0,15.0,923.0
731.0,868.0,868.0
234.0,434.0,434.0
141.0,811.0,811.0
961.0,715.0,961.0
184.0,667.0,667.0
604.0,383.0,604.0
565.0,10.0,565.0
705.0,945.0,945.0
260.0,552.0,552.0
575.0,488.0,575.0
727.0,62.0,727.0
856.0,423.0,856.0
727.0,625.0,727.0
37.0,51.0,51.0
245.0,620.0,620.0
566.0,557.0,566.0
333.0,315.0,333.0
366.0,548.0,548.0
771.0,186.0,771.0
347.0,743.0,743.0
277.0,827.0,827.0
23.0,608.0,608.0
912.0,21.0,912.0
193.0,584.0,584.0
400.0,905.0,905.0
365.0,805.0,805.0
157.0,795.0,795.0
114.0,37.0,114.0
272.0,147.0,272.0
260.0,807.0,807.0
889.0,744.0,889.0
388.0,385.0,388.0
714.0,424.0,714.0
15.0,804.0,804.0
676.0,718.0,718.0
179.0,13.0,179.0
679.0,22.0,679.0
830.0,681.0,830.0
597.0,411.0,597.0
475.0,685.0,685.0
361.0,918.0,918.0
110.0,691.0,691.0
749.0,82.0,749.0
461.0,826.0,826.0
472.0,971.0,971.0
879.0,270.0,879.0
957.0,726.0,957.0
272.0,260.0,272.0
605.0,463.0,605.0
437.0,796.0,796.0
401.0,102.0,401.0
118.0,188.0,188.0
490.0,294.0,490.0
54.0,586.0,586.0
511.0,892.0,892.0
343.0,17.0,343.0
664.0,623.0,664.0
524.0,664.0,664.0
652.0,112.0,652.0
689.0,943.0,943.0
621.0,926.0,926.0
828.0,41.0,828.0
167.0,267.0,267.0
940.0,301.0,940.0
674.0,265.0,674.0
1.0,890.0,890.0
796.0,549.0,796.0
579.0,782.0,782.0
761.0,546.0,761.0
562.0,40.0,562.0
325.0,660.0,660.0
429.0,337.0,429.0
797.0,690.0,797.0
814.0,48.0,814.0
820.0,194.0,820.0
113.0,74.0,113.0
653.0,563.0,653.0
702.0,896.0,896.0
112.0,18.0,112.0
994.0,760.0,994.0
877.0,850.0,877.0
386.0,790.0,790.0
616.0,974.0,974.0
488.0,547.0,547.0
203.0,796.0,796.0
135.0,498.0,498.0
298.0,992.0,992.0
280.0,980.0,980.0
535.0,134.0,535.0
941.0,735.0,941.0
3.0,375.0,375.0
826.0,418.0,826.0
991.0,871.0,991.0
554.0,59.0,554.0
15.0,741.0,741.0
778.0,384.0,778.0
18.0,990.0,990.0
746.0,289.0,746.0
33.0,43.0,43.0
767.0,431.0,767.0
745.0,926.0,926.0
957.0,864.0,957.0
446.0,629.0,629.0
932.0,795.0,932.0
818.0,337.0,818.0
69.0,432.0,432.0
957.0,603.0,957.0
184.0,428.0,428.0
215.0,600.0,600.0
957.0,11.0,957.0
442.0,296.0,442.0
83.0,140.0,140.0
631.0,448.0,631.0
871.0,636.0,871.0
418.0,764.0,764.0
888.0,965.0,965.0
622.0,214.0,622.0
500.0,807.0,807.0
426.0,479.0,479.0
375.0,765.0,765.0
537.0,509.0,537.0
212.0,859.0,859.0
7.0,296.0,296.0
754.0,740.0,754.0
2.0,665.0,665.0
463.0,880.0,880.0
819.0,401.0,819.0
754.0,742.0,754.0
680.0,874.0,874.0
940.0,404.0,940.0
705.0,421.0,705.0
909.0,459.0,909.0
450.0,377.0,450.0
59.0,135.0,135.0
810.0,44.0,810.0
10.0,160.0,160.0
687.0,868.0,868.0
993.0,566.0,993.0
813.0,582.0,813.0
971.0,859.0,971.0
271.0,416.0,416.0
77.0,331.0,331.0
23.0,524.0,524.0
165.0,574.0,574.0
343.0,713.0,713.0
341.0,225.0,341.0
83.0,160.0,160.0
143.0,821.0,821.0
931.0,684.0,931.0
432.0,709.0,709.0
196.0,23.0,196.0
172.0,468.0,468.0
952.0,664.0,952.0
965.0,639.0,965.0
28.0,162.0,162.0
573.0,46.0,573.0
726.0,62.0,726.0
891.0,214.0,891.0
944.0,508.0,944.0
173.0,381.0,381.0
237.0,883.0,883.0
605.0,521.0,605.0
914.0,863.0,914.0
841.0,230.0,841.0
72.0,606.0,606.0
286.0,794.0,794.0
258.0,702.0,702.0
431.0,679.0,679.0
0.0,315.0,315.0
352.0,768.0,768.0
99.0,659.0,659.0
492.0,766.0,766.0
75.0,245.0,245.0
459.0,89.0,459.0
523.0,389.0,523.0
742.0,132.0,742.0
368.0,233.0,368.0
320.0,824.0,824.0
359.0,867.0,867.0
744.0,476.0,744.0
258.0,788.0,788.0
164.0,648.0,648.0
489.0,12.0,489.0
509.0,855.0,855.0
967.0,526.0,967.0
847.0,406.0,847.0
241.0,622.0,622.0
790.0,816.0,816.0
236.0,60.0,236.0
79.0,933.0,933.0
176.0,576.0,576.0
401.0,512.0,512.0
928.0,780.0,928.0
84.0,336.0,336.0
145.0,353.0,353.0
316.0,643.0,643.0
422.0,717.0,717.0
991.0,8.0,991.0
480.0,274.0,480.0
218.0,399.0,399.0
948.0,237.0,948.0
758.0,227.0,758.0
183.0,947.0,947.0
585.0,84.0,585.0
400.0,531.0,531.0
593.0,778.0,778.0
527.0,569.0,569.0
138.0,88.0,138.0
301.0,479.0,479.0
240.0,567.0,567.0
624.0,530.0,624.0
625.0,601.0,625.0
724.0,289.0,724.0
590.0,747.0,747.0
733.0,833.0,833.0
135.0,698.0,698.0
241.0,79.0,241.0
351.0,38.0,351.0
579.0,611.0,611.0
486.0,920.0,920.0
206.0,617.0,617.0
508.0,739.0,739.0
826.0,931.0,931.0
777.0,101.0,777.0
584.0,61.0,584.0
425.0,588.0,588.0
833.0,278.0,833.0
44.0,152.0,152.0
305.0,237.0,305.0
432.0,901.0,901.0
603.0,170.0,603.0
267.0,22.0,267.0
239.0,612.0,612.0
743.0,462.0,743.0
542.0,387.0,542.0
716.0,634.0,716.0
741.0,170.0,741.0
905.0,217.0,905.0
72.0,561.0,561.0
681.0,353.0,681.0
262.0,860.0,860.0
832.0,279.0,832.0
460.0,694.0,694.0
543.0,853.0,853.0
620.0,256.0,620.0
53.0,906.0,906.0
768.0,365.0,768.0
900.0,628.0,900.0
830.0,718.0,830.0
285.0,210.0,285.0
871.0,190.0,871.0
530.0,901.0,901.0
209.0,344.0,344.0
901.0,356.0,901.0
41.0,77.0,77.0
849.0,513.0,849.0
883.0,337.0,883.0
976.0,798.0,976.0
438.0,959.0,959.0
677.0,491.0,677.0
737.0,339.0,737.0
541.0,150.0,541.0
593.0,967.0,967.0
107.0,692.0,692.0
429.0,809.0,809.0
655.0,633.0,655.0
288.0,23.0,288.0
932.0,677.0,932.0
145.0,745.0,745.0
874.0,378.0,874.0
565.0,111.0,565.0
38.0,189.0,189.0
216.0,724.0,724.0
371.0,993.0,993.0
36.0,536.0,536.0
877.0,901.0,901.0
936.0,212.0,936.0
31.0,439.0,439.0
486.0,720.0,720.0
8.0,814.0,814.0
946.0,267.0,946.0
149.0,212.0,212.0
811.0,668.0,811.0
794.0,772.0,794.0
334.0,229.0,334.0
811.0,366.0,811.0
742.0,221.0,742.0
592.0,160.0,592.0
960.0,984.0,984.0
597.0,697.0,697.0
998.0,204.0,998.0
153.0,445.0,445.0
547.0,103.0,547.0
350.0,300.0,350.0
392.0,982.0,982.0
391.0,610.0,610.0
556.0,721.0,721.0
729.0,647.0,729.0
617.0,333.0,617.0
631.0,590.0,631.0
46.0,432.0,432.0
690.0,129.0,690.0
512.0,850.0,850.0
190.0,317.0,317.0
548.0,609.0,609.0
819.0,358.0,819.0
938.0,721.0,938.0
643.0,372.0,643.0
793.0,434.0,793.0
347.0,333.0,347.0
611.0,572.0,611.0
677.0,577.0,677.0
132.0,925.0,925.0
323.0,90.0,323.0
95.0,41.0,95.0
65.0,100.0,100.0
458.0,963.0,963.0
158.0,946.0,946.0
413.0,587.0,587.0
40.0,644.0,644.0
515.0,562.0,562.0
490.0,38.0,490.0
377.0,70.0,377.0
85.0,438.0,438.0
811.0,643.0,811.0
560.0,699.0,699.0
292.0,49.0,292.0
400.0,821.0,821.0
715.0,227.0,715.0
869.0,45.0,869.0
167.0,586.0,586.0
21.0,842.0,842.0
54.0,470.0,470.0
166.0,201.0,201.0
158.0,41.0,158.0
319.0,855.0,855.0
448.0,941.0,941.0
127.0,236.0,236.0
558.0,529.0,558.0
859.0,423.0,859.0
118.0,525.0,525.0
741.0,971.0,971.0
544.0,827.0,827.0
745.0,509.0,745.0
113.0,987.0,987.0
697.0,162.0,697.0
234.0,298.0,298.0
79.0,441.0,441.0
599.0,657.0,657.0
455.0,410.0,455.0
394.0,467.0,467.0
821.0,9.0,821.0
728.0,885.0,885.0
488.0,783.0,783.0
433.0,800.0,800.0
401.0,386.0,401.0
585.0,747.0,747.0
887.0,477.0,887.0
655.0,531.0,655.0
448.0,142.0,448.0
369.0,882.0,882.0
347.0,239.0,347.0
266.0,36.0,266.0
300.0,942.0,942.0
294.0,32.0,294.0
484.0,483.0,484.0
235.0,158.0,235.0
